article_id,set,category,article_key,article_version_label,pre_acc_mean,pre_acc_sd,pre_acc_se,pre_acc_ci95,pre_acc_n,post_acc_mean,post_acc_sd,post_acc_se,post_acc_ci95,post_acc_n,kgain_mean,kgain_sd,kgain_se,kgain_ci95,kgain_n,normalized_gain_mean,normalized_gain_sd,normalized_gain_se,normalized_gain_ci95,normalized_gain_n,pre_idk_rate_mean,pre_idk_rate_sd,pre_idk_rate_se,pre_idk_rate_ci95,pre_idk_rate_n,post_idk_rate_mean,post_idk_rate_sd,post_idk_rate_se,post_idk_rate_ci95,post_idk_rate_n
29802,A,Humans,news_2,news_2a,0.47916666666666663,0.3984925297873177,0.09962313244682942,0.19526133959578568,16,0.8958333333333333,0.22669117514559073,0.05667279378639768,0.11107867582133946,16,0.4166666666666667,0.45133546692422,0.112833866731055,0.22115437879286778,16,0.546153846153846,1.3729893353918363,0.3807987268784993,0.7463655046818586,13,0.41666666666666663,0.43033148291193524,0.10758287072798381,0.21086242662684826,16,0.05208333333333333,0.16907975326148,0.04226993831537,0.0828490790981252,16
29846,B,Nature,news_0,news_0b,0.49999999999999994,0.24343224778007383,0.06085806194501846,0.11928180141223617,16,0.7395833333333334,0.18225694113693613,0.045564235284234034,0.0893059011570987,16,0.23958333333333334,0.25797466140287095,0.06449366535071774,0.12640758408740677,16,0.3895833333333334,0.37687187134012456,0.09421796783503114,0.18466721695666102,16,0.28125,0.3261376101291305,0.08153440253228263,0.15980742896327393,16,0.020833333333333332,0.05692750425533109,0.014231876063832773,0.027894477085112234,16
29846,B,Nature,news_2,news_2b,0.39583333333333326,0.18130187635645245,0.04532546908911311,0.0888379194146617,16,0.8020833333333334,0.06718548123582127,0.016796370308955318,0.03292088580555242,16,0.40625,0.21054382846263556,0.05263595711565889,0.10316647594669143,16,0.6354166666666667,0.17814631938693293,0.04453657984673323,0.08729169649959713,16,0.3229166666666667,0.23935677693908453,0.05983919423477113,0.11728482070015142,16,0.0,0.0,0.0,0.0,16
29866,A,Nature,news_0,news_0a,0.3333333333333333,0.327730693416725,0.08193267335418125,0.16058803977419525,16,0.8854166666666667,0.17969882210706523,0.044924705526766306,0.08805242283246197,16,0.5520833333333334,0.29639032072964566,0.07409758018241142,0.14523125715752638,16,0.8466666666666668,0.21336309316235907,0.055090113767541214,0.10797662298438078,15,0.5,0.3548604316149181,0.08871510790372952,0.17388161149130987,16,0.041666666666666664,0.07453559924999299,0.018633899812498248,0.036522443632496564,16
29866,A,Nature,news_2,news_2a,0.34375,0.38233565823181537,0.09558391455795384,0.18734447253358952,16,0.8125,0.31549490810001524,0.07887372702500381,0.15459250496900745,16,0.46875,0.41373971957688027,0.10343492989422007,0.20273246259267133,16,0.75,0.39629696195060854,0.10591481821704044,0.20759304370539924,14,0.59375,0.39425856340073934,0.09856464085018483,0.19318669606636227,16,0.03125,0.09065093817822621,0.022662734544556553,0.04441895970733084,16
29873,A,Humans,news_0,news_0a,0.28125,0.25617376914899,0.0640434422872475,0.1255251468830051,16,0.8333333333333333,0.2277100170213244,0.0569275042553311,0.11157790834044895,16,0.5520833333333334,0.28361913689808527,0.07090478422452132,0.13897337708006177,16,0.7916666666666667,0.30343710068822183,0.07585927517205546,0.1486841793372287,16,0.44791666666666663,0.36877550131532644,0.09219387532883161,0.18069999564450995,16,0.041666666666666664,0.07453559924999299,0.018633899812498248,0.036522443632496564,16
29873,A,Humans,news_2,news_2a,0.26041666666666663,0.27867909329018037,0.06966977332254509,0.1365527557121884,16,0.78125,0.15774745405000762,0.039436863512501905,0.07729625248450372,16,0.5208333333333333,0.2780554168053822,0.06951385420134555,0.1362471542346373,16,0.6708333333333334,0.27905263010831916,0.06976315752707979,0.13673578875307638,16,0.5520833333333333,0.3533896705610667,0.08834741764026667,0.17316093857492268,16,0.0625,0.11979921473804346,0.029949803684510865,0.058701615221641294,16
29902,A,Nature,news_0,news_0a,0.28124999999999994,0.29007502222445575,0.07251875555611394,0.1421367608899833,16,0.8333333333333333,0.21081851067789195,0.05270462766947299,0.10330107023216706,16,0.5520833333333333,0.28361913689808527,0.07090478422452132,0.13897337708006177,16,0.7822222222222223,0.2591551189179478,0.06691356397690763,0.13115058539473895,15,0.5520833333333334,0.3835446277572943,0.09588615693932358,0.1879368676010742,16,0.041666666666666664,0.07453559924999299,0.018633899812498248,0.036522443632496564,16
29902,A,Nature,news_2,news_2a,0.23958333333333331,0.3440970470343763,0.08602426175859408,0.16860755304684438,16,0.8125,0.14751020052613062,0.036877550131532655,0.072279998257804,16,0.5729166666666666,0.32185083961823524,0.08046270990455881,0.15770691141293527,16,0.730952380952381,0.24822938306700643,0.06634209319764307,0.13003050266738042,14,0.6666666666666667,0.40368671387966554,0.10092167846991638,0.1978064898010361,16,0.08333333333333333,0.08606629658238704,0.02151657414559676,0.04217248532536965,16
29929,A,Physics,news_0,news_0a,0.32291666666666663,0.27533649446665287,0.06883412361666322,0.13491488228865992,16,0.875,0.12909944487358055,0.03227486121839514,0.06325872798805447,16,0.5520833333333333,0.27701283564324436,0.06925320891081109,0.13573628946518973,16,0.8135416666666666,0.22403858381322858,0.056009645953307145,0.10977890606848201,16,0.47916666666666663,0.4076808846434963,0.10192022116087407,0.19976363347531317,16,0.03125,0.06718548123582124,0.01679637030895531,0.032920885805552406,16
29929,A,Physics,news_2,news_2a,0.1875,0.29736497091272523,0.07434124272818131,0.14570883574723537,16,0.7604166666666667,0.2274557343992697,0.05686393359981742,0.11145330985564214,16,0.5729166666666666,0.34943737848358675,0.08735934462089669,0.17122431545695752,16,0.6583333333333334,0.393935508916352,0.098483877229088,0.19302839936901248,16,0.7395833333333333,0.3989279615651409,0.09973199039128522,0.19547470116691903,16,0.125,0.17743021580745902,0.044357553951864755,0.08694080574565492,16
29943,B,Tech,news_0,news_0b,0.31249999999999994,0.3542075139843351,0.08855187849608377,0.17356168185232418,16,0.875,0.23174059571793568,0.05793514892948392,0.11355289190178848,16,0.5625,0.37453675090407057,0.09363418772601764,0.1835230079429946,16,0.8095238095238095,0.2985516523703882,0.07979128538751636,0.15639091935953206,14,0.5729166666666667,0.40354333376010837,0.10088583344002709,0.1977362335424531,16,0.05208333333333333,0.16907975326148,0.04226993831537,0.0828490790981252,16
29943,B,Tech,news_2,news_2b,0.40625,0.29166666666666663,0.07291666666666666,0.14291666666666664,16,0.875,0.16666666666666669,0.04166666666666667,0.08166666666666668,16,0.46875000000000006,0.34003676271838607,0.08500919067959652,0.16661801373200916,16,0.7125,0.37354656608920533,0.09338664152230133,0.1830378173837106,16,0.375,0.3469443332443555,0.08673608331108887,0.17000272328973418,16,0.010416666666666666,0.041666666666666664,0.010416666666666666,0.020416666666666666,16
29958,B,Physics,news_0,news_0b,0.3125,0.41219826225665657,0.10304956556416414,0.2019771485057617,16,0.8645833333333334,0.2038404423217481,0.05096011058043703,0.09988181673765657,16,0.5520833333333334,0.47029836865074875,0.11757459216268719,0.2304462006388669,16,0.8435897435897436,0.2763467411921504,0.07664479578274422,0.15022379973417865,13,0.6354166666666667,0.4603491026343988,0.1150872756585997,0.2255710602908554,16,0.05208333333333333,0.1003466214899358,0.02508665537248395,0.04916984453006854,16
29958,B,Physics,news_2,news_2b,0.41666666666666663,0.3496029493900505,0.08740073734751262,0.17130544520112473,16,0.9375,0.13437096247164249,0.03359274061791062,0.06584177161110481,16,0.5208333333333333,0.3326381639982823,0.08315954099957057,0.1629927003591583,16,0.9111111111111111,0.16203892667076564,0.04183827096221334,0.08200301108593815,15,0.44791666666666663,0.4203999418543146,0.10509998546357865,0.20599597150861415,16,0.041666666666666664,0.09622504486493762,0.024056261216234404,0.04715027198381943,16
29988,B,Humans,news_0,news_0b,0.32291666666666663,0.3520771695712935,0.08801929239282337,0.1725178130899338,16,0.8645833333333333,0.18477964855069545,0.04619491213767386,0.09054202778984077,16,0.5416666666666667,0.38248698840130013,0.09562174710032503,0.18741862431663706,16,0.6722222222222222,0.554049546043402,0.143054977653325,0.280387756200517,15,0.5625,0.38429830234491696,0.09607457558622924,0.1883061681490093,16,0.020833333333333332,0.05692750425533109,0.014231876063832773,0.027894477085112234,16
29988,B,Humans,news_2,news_2b,0.44791666666666663,0.29639032072964566,0.07409758018241142,0.14523125715752638,16,0.8020833333333333,0.24509068616421237,0.06127267154105309,0.12009443622046406,16,0.35416666666666663,0.28463752127665554,0.07115938031916388,0.1394723854255612,16,0.6770833333333333,0.37252268138752054,0.09313067034688013,0.18253611387988505,16,0.39583333333333326,0.379448918145093,0.09486222953627325,0.1859299698910956,16,0.0625,0.11979921473804346,0.029949803684510865,0.058701615221641294,16
30052,A,Physics,news_0,news_0a,0.44791666666666663,0.35859163816654027,0.08964790954163507,0.17570990270160472,16,0.9166666666666667,0.12171612389003691,0.03042903097250923,0.059640900706118084,16,0.46875,0.30561868034820416,0.07640467008705104,0.14975315337062003,16,0.8777777777777779,0.18329725474726458,0.04732714766944627,0.09276120943211469,15,0.4375,0.41219826225665657,0.10304956556416414,0.2019771485057617,16,0.041666666666666664,0.09622504486493762,0.024056261216234404,0.04715027198381943,16
30052,A,Physics,news_2,news_2a,0.1875,0.30956959368344517,0.07739239842086129,0.15168910090488813,16,0.84375,0.17710375699216757,0.04427593924804189,0.0867808409261621,16,0.65625,0.40583133697889084,0.10145783424472271,0.19885735511965652,16,0.7444444444444444,0.43125263590943536,0.11134895179235292,0.2182439455130117,15,0.7291666666666667,0.3890872509976251,0.09727181274940627,0.1906527529888363,16,0.041666666666666664,0.09622504486493762,0.024056261216234404,0.04715027198381943,16
30061,B,Physics,news_0,news_0b,0.28125,0.37868559225005877,0.09467139806251469,0.1855559402025288,16,0.8958333333333334,0.1343709624716425,0.03359274061791063,0.06584177161110483,16,0.6145833333333334,0.40697051490249264,0.10174262872562316,0.19941555230222138,16,0.780952380952381,0.3507535930365975,0.09374284088020614,0.18373596812520404,14,0.6875,0.4210876569252711,0.10527191423131778,0.20633295189338285,16,0.05208333333333333,0.1003466214899358,0.02508665537248395,0.04916984453006854,16
30061,B,Physics,news_2,news_2b,0.37499999999999994,0.28867513459481287,0.07216878364870322,0.1414508159514583,16,0.84375,0.19690898442719204,0.04922724610679801,0.0964854023693241,16,0.46875,0.24509068616421237,0.06127267154105309,0.12009443622046406,16,0.7822222222222223,0.2581579025431967,0.06665608381610921,0.13064592427957405,15,0.4583333333333333,0.37761434373258734,0.09440358593314684,0.1850310284289678,16,0.06249999999999999,0.10318986456114838,0.025797466140287096,0.05056303363496271,16
30086,A,Space,news_0,news_0a,0.3958333333333333,0.2780554168053822,0.06951385420134555,0.1362471542346373,16,0.8333333333333334,0.23570226039551587,0.05892556509887897,0.11549410759380277,16,0.4375,0.22669117514559076,0.05667279378639769,0.11107867582133947,16,0.7927083333333333,0.2830370182568063,0.07075925456420158,0.1386881389458351,16,0.38541666666666663,0.3637192140465866,0.09092980351164665,0.17822241488282742,16,0.05208333333333333,0.07978559231302818,0.019946398078257044,0.03909494023338381,16
30086,A,Space,news_2,news_2a,0.27083333333333337,0.30956959368344517,0.07739239842086129,0.15168910090488813,16,0.8229166666666667,0.1547847968417226,0.03869619921043065,0.07584455045244408,16,0.5520833333333333,0.3585916381665403,0.08964790954163508,0.17570990270160475,16,0.6104166666666666,0.5348199766345751,0.1337049941586438,0.2620617885509418,16,0.6354166666666667,0.3611645259640194,0.09029113149100484,0.1769706177223695,16,0.08333333333333333,0.12171612389003691,0.03042903097250923,0.059640900706118084,16
30184,A,Tech,news_0,news_0a,0.47916666666666674,0.35939764421413045,0.08984941105353261,0.17610484566492393,16,0.9791666666666667,0.056927504255331086,0.014231876063832772,0.02789447708511223,16,0.5,0.3548604316149181,0.08871510790372952,0.17388161149130987,16,0.9555555555555556,0.13313477278633,0.03437525052017097,0.0673754910195351,15,0.40625,0.39425856340073934,0.09856464085018483,0.19318669606636227,16,0.0,0.0,0.0,0.0,16
30184,A,Tech,news_2,news_2a,0.3229166666666667,0.41036907507483766,0.10259226876870942,0.20108084678667046,16,0.9375,0.11979921473804347,0.02994980368451087,0.0587016152216413,16,0.6145833333333333,0.4023944536102558,0.10059861340256394,0.19717328226902534,16,0.9038461538461539,0.1661316198070527,0.04607662105309365,0.09031017726406355,13,0.5625,0.44669568728278203,0.11167392182069551,0.21888088676856318,16,0.010416666666666666,0.041666666666666664,0.010416666666666666,0.020416666666666666,16
30214,B,Space,news_0,news_0b,0.33333333333333337,0.31622776601683794,0.07905694150420949,0.1549516053482506,16,0.8958333333333334,0.1707825127659933,0.042695628191498324,0.08368343125533671,16,0.5625,0.34894019438760454,0.08723504859690114,0.17098069524992623,16,0.7977777777777779,0.33881602130993793,0.08748192053077646,0.17146456424032186,15,0.6041666666666666,0.37453675090407057,0.09363418772601764,0.1835230079429946,16,0.03125,0.09065093817822621,0.022662734544556553,0.04441895970733084,16
30214,B,Space,news_2,news_2b,0.5208333333333333,0.3154949081000152,0.0788737270250038,0.15459250496900745,16,0.8333333333333333,0.21081851067789195,0.05270462766947299,0.10330107023216706,16,0.3125,0.2713136766016618,0.06782841915041544,0.13294370153481427,16,0.6595238095238096,0.3798737017799854,0.10152551730758884,0.19899001392287413,14,0.375,0.3726779962499649,0.09316949906249122,0.1826122181624828,16,0.07291666666666667,0.12123973801552884,0.03030993450388221,0.059407471627609135,16
30708,B,Tech,news_0,news_0b,0.6666666666666666,0.3388433484883757,0.08471083712209393,0.1660332407593041,16,0.9583333333333334,0.07453559924999298,0.018633899812498245,0.03652244363249656,16,0.29166666666666663,0.3626037527129049,0.09065093817822623,0.1776758388293234,16,0.8333333333333334,0.3256694736394648,0.09401267913629437,0.18426485110713695,12,0.2708333333333333,0.36955929710139085,0.09238982427534771,0.18108405557968152,16,0.0,0.0,0.0,0.0,16
30708,B,Tech,news_2,news_2b,0.7083333333333333,0.23959842947608698,0.059899607369021744,0.11740323044328262,16,0.8645833333333334,0.17447009719380227,0.04361752429845057,0.08549034762496312,16,0.15625,0.16631908199914114,0.041579770499785285,0.08149635017957915,16,0.6115384615384616,0.386902742551319,0.10730751360664799,0.21032272666903004,13,0.13541666666666666,0.2127313555393977,0.053182838884849426,0.10423836421430488,16,0.041666666666666664,0.07453559924999299,0.018633899812498248,0.036522443632496564,16
