group,student_id,source_response_id,prolific_id,order,article_id,set,category,article_key,article_version_label,pre_acc,post_acc,kgain,pre_idk_rate,post_idk_rate,learned_from_idk_n,corrected_misconception_n,lost_correct_n,n_questions,normalized_gain
G3a,2,R_8Pnqs32AVqSm8NX,69fb5be2a3693397c908b13e,6,29802,A,Humans,news_0,news_0a,1.0,1.0,0.0,0.0,0.0,0,0,0,6,
G3a,2,R_8Pnqs32AVqSm8NX,69fb5be2a3693397c908b13e,7,29846,B,Nature,news_2,news_2b,0.5,0.8333333333333334,0.3333333333333333,0.5,0.0,3,0,1,6,0.6666666666666667
G3a,2,R_8Pnqs32AVqSm8NX,69fb5be2a3693397c908b13e,8,29866,A,Nature,news_0,news_0a,0.0,1.0,1.0,1.0,0.0,6,0,0,6,1.0
G3a,2,R_8Pnqs32AVqSm8NX,69fb5be2a3693397c908b13e,9,29873,A,Humans,news_0,news_0a,0.16666666666666666,1.0,0.8333333333333334,0.8333333333333334,0.0,5,0,0,6,1.0
G3a,2,R_8Pnqs32AVqSm8NX,69fb5be2a3693397c908b13e,10,29902,A,Nature,news_0,news_0a,0.0,0.8333333333333334,0.8333333333333334,1.0,0.16666666666666666,5,0,0,6,0.8333333333333334
G3a,2,R_8Pnqs32AVqSm8NX,69fb5be2a3693397c908b13e,11,29929,A,Physics,news_0,news_0a,0.0,1.0,1.0,1.0,0.0,6,0,0,6,1.0
G3a,2,R_8Pnqs32AVqSm8NX,69fb5be2a3693397c908b13e,12,29943,B,Tech,news_2,news_2b,0.16666666666666666,1.0,0.8333333333333334,0.8333333333333334,0.0,5,0,0,6,1.0
G3a,2,R_8Pnqs32AVqSm8NX,69fb5be2a3693397c908b13e,13,29958,B,Physics,news_2,news_2b,0.0,1.0,1.0,1.0,0.0,6,0,0,6,1.0
G3a,2,R_8Pnqs32AVqSm8NX,69fb5be2a3693397c908b13e,14,29988,B,Humans,news_2,news_2b,0.0,1.0,1.0,1.0,0.0,6,0,0,6,1.0
G3a,2,R_8Pnqs32AVqSm8NX,69fb5be2a3693397c908b13e,15,30052,A,Physics,news_0,news_0a,0.0,0.8333333333333334,0.8333333333333334,1.0,0.16666666666666666,5,0,0,6,0.8333333333333334
G3a,2,R_8Pnqs32AVqSm8NX,69fb5be2a3693397c908b13e,16,30061,B,Physics,news_2,news_2b,0.0,0.8333333333333334,0.8333333333333334,1.0,0.16666666666666666,5,0,0,6,0.8333333333333334
G3a,2,R_8Pnqs32AVqSm8NX,69fb5be2a3693397c908b13e,17,30086,A,Space,news_0,news_0a,0.0,0.8333333333333334,0.8333333333333334,1.0,0.16666666666666666,5,0,0,6,0.8333333333333334
G3a,2,R_8Pnqs32AVqSm8NX,69fb5be2a3693397c908b13e,18,30184,A,Tech,news_0,news_0a,0.0,1.0,1.0,1.0,0.0,6,0,0,6,1.0
G3a,2,R_8Pnqs32AVqSm8NX,69fb5be2a3693397c908b13e,19,30214,B,Space,news_2,news_2b,0.0,0.8333333333333334,0.8333333333333334,1.0,0.16666666666666666,5,0,0,6,0.8333333333333334
G3a,2,R_8Pnqs32AVqSm8NX,69fb5be2a3693397c908b13e,20,30708,B,Tech,news_2,news_2b,1.0,0.8333333333333334,-0.16666666666666666,0.0,0.0,0,0,1,6,
G3a,3,R_8SuxzQT0niPmLab,69346587dfdffc1057144d32,1,29733,B,Health,news_2,news_2b,0.3333333333333333,0.5,0.16666666666666666,0.16666666666666666,0.0,0,3,2,6,0.25
G3a,3,R_8SuxzQT0niPmLab,69346587dfdffc1057144d32,2,29734,B,Space,news_2,news_2b,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.16666666666666666,2,0,0,6,0.49999999999999994
G3a,3,R_8SuxzQT0niPmLab,69346587dfdffc1057144d32,3,29739,A,Health,news_0,news_0a,0.16666666666666666,1.0,0.8333333333333334,0.8333333333333334,0.0,5,0,0,6,1.0
G3a,3,R_8SuxzQT0niPmLab,69346587dfdffc1057144d32,4,29753,B,Health,news_2,news_2b,0.3333333333333333,0.5,0.16666666666666666,0.6666666666666666,0.0,1,0,0,6,0.25
G3a,3,R_8SuxzQT0niPmLab,69346587dfdffc1057144d32,5,29775,A,Tech,news_0,news_0a,0.5,1.0,0.5,0.5,0.0,3,0,0,6,1.0
G3a,3,R_8SuxzQT0niPmLab,69346587dfdffc1057144d32,6,29802,A,Humans,news_0,news_0a,0.0,0.8333333333333334,0.8333333333333334,1.0,0.16666666666666666,5,0,0,6,0.8333333333333334
G3a,3,R_8SuxzQT0niPmLab,69346587dfdffc1057144d32,7,29846,B,Nature,news_2,news_2b,0.16666666666666666,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.0,5,0,1,6,0.8
G3a,3,R_8SuxzQT0niPmLab,69346587dfdffc1057144d32,8,29866,A,Nature,news_0,news_0a,0.0,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,2,0,0,6,0.3333333333333333
G3a,3,R_8SuxzQT0niPmLab,69346587dfdffc1057144d32,9,29873,A,Humans,news_0,news_0a,0.0,0.5,0.5,1.0,0.16666666666666666,3,0,0,6,0.5
G3a,3,R_8SuxzQT0niPmLab,69346587dfdffc1057144d32,10,29902,A,Nature,news_0,news_0a,0.0,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,2,0,0,6,0.3333333333333333
G3a,3,R_8SuxzQT0niPmLab,69346587dfdffc1057144d32,11,29929,A,Physics,news_0,news_0a,0.0,0.6666666666666666,0.6666666666666666,1.0,0.16666666666666666,4,0,0,6,0.6666666666666666
G3a,3,R_8SuxzQT0niPmLab,69346587dfdffc1057144d32,12,29943,B,Tech,news_2,news_2b,0.0,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.0,3,1,0,6,0.6666666666666666
G3a,3,R_8SuxzQT0niPmLab,69346587dfdffc1057144d32,13,29958,B,Physics,news_2,news_2b,0.0,0.5,0.5,1.0,0.3333333333333333,3,0,0,6,0.5
G3a,3,R_8SuxzQT0niPmLab,69346587dfdffc1057144d32,14,29988,B,Humans,news_2,news_2b,0.0,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,2,0,0,6,0.3333333333333333
G3a,3,R_8SuxzQT0niPmLab,69346587dfdffc1057144d32,15,30052,A,Physics,news_0,news_0a,0.0,1.0,1.0,1.0,0.0,6,0,0,6,1.0
G3a,3,R_8SuxzQT0niPmLab,69346587dfdffc1057144d32,16,30061,B,Physics,news_2,news_2b,0.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,2,0,0,6,0.3333333333333333
G3a,3,R_8SuxzQT0niPmLab,69346587dfdffc1057144d32,17,30086,A,Space,news_0,news_0a,0.0,0.5,0.5,1.0,0.16666666666666666,3,0,0,6,0.5
G3a,3,R_8SuxzQT0niPmLab,69346587dfdffc1057144d32,18,30184,A,Tech,news_0,news_0a,0.0,0.8333333333333334,0.8333333333333334,1.0,0.0,5,0,0,6,0.8333333333333334
G3a,3,R_8SuxzQT0niPmLab,69346587dfdffc1057144d32,19,30214,B,Space,news_2,news_2b,0.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,2,0,0,6,0.3333333333333333
G3a,3,R_8SuxzQT0niPmLab,69346587dfdffc1057144d32,20,30708,B,Tech,news_2,news_2b,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.8333333333333334,0.16666666666666666,1,0,0,6,0.19999999999999998
G3a,4,R_2uwoPnU9RReniZX,69726dd7981e0339e1051cde,1,29733,B,Health,news_2,news_2b,0.0,1.0,1.0,0.3333333333333333,0.0,2,4,0,6,1.0
G3a,4,R_2uwoPnU9RReniZX,69726dd7981e0339e1051cde,2,29734,B,Space,news_2,news_2b,0.0,1.0,1.0,1.0,0.0,6,0,0,6,1.0
G3a,4,R_2uwoPnU9RReniZX,69726dd7981e0339e1051cde,3,29739,A,Health,news_0,news_0a,0.8333333333333334,1.0,0.16666666666666666,0.16666666666666666,0.0,1,0,0,6,1.0
G3a,4,R_2uwoPnU9RReniZX,69726dd7981e0339e1051cde,4,29753,B,Health,news_2,news_2b,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.0,4,0,0,6,1.0
G3a,4,R_2uwoPnU9RReniZX,69726dd7981e0339e1051cde,5,29775,A,Tech,news_0,news_0a,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.0,2,0,0,6,1.0
G3a,4,R_2uwoPnU9RReniZX,69726dd7981e0339e1051cde,6,29802,A,Humans,news_0,news_0a,0.8333333333333334,1.0,0.16666666666666666,0.16666666666666666,0.0,1,0,0,6,1.0
G3a,4,R_2uwoPnU9RReniZX,69726dd7981e0339e1051cde,7,29846,B,Nature,news_2,news_2b,0.16666666666666666,0.8333333333333334,0.6666666666666666,0.3333333333333333,0.0,2,2,0,6,0.8
G3a,4,R_2uwoPnU9RReniZX,69726dd7981e0339e1051cde,8,29866,A,Nature,news_0,news_0a,0.0,1.0,1.0,0.8333333333333334,0.0,5,1,0,6,1.0
G3a,4,R_2uwoPnU9RReniZX,69726dd7981e0339e1051cde,9,29873,A,Humans,news_0,news_0a,0.0,1.0,1.0,0.8333333333333334,0.0,5,1,0,6,1.0
G3a,4,R_2uwoPnU9RReniZX,69726dd7981e0339e1051cde,10,29902,A,Nature,news_0,news_0a,0.0,1.0,1.0,1.0,0.0,6,0,0,6,1.0
G3a,4,R_2uwoPnU9RReniZX,69726dd7981e0339e1051cde,11,29929,A,Physics,news_0,news_0a,0.0,1.0,1.0,1.0,0.0,6,0,0,6,1.0
G3a,4,R_2uwoPnU9RReniZX,69726dd7981e0339e1051cde,12,29943,B,Tech,news_2,news_2b,0.3333333333333333,1.0,0.6666666666666666,0.5,0.0,3,1,0,6,1.0
G3a,4,R_2uwoPnU9RReniZX,69726dd7981e0339e1051cde,13,29958,B,Physics,news_2,news_2b,0.16666666666666666,1.0,0.8333333333333334,0.8333333333333334,0.0,5,0,0,6,1.0
G3a,4,R_2uwoPnU9RReniZX,69726dd7981e0339e1051cde,14,29988,B,Humans,news_2,news_2b,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.0,2,0,0,6,1.0
G3a,4,R_2uwoPnU9RReniZX,69726dd7981e0339e1051cde,15,30052,A,Physics,news_0,news_0a,0.5,1.0,0.5,0.5,0.0,3,0,0,6,1.0
G3a,4,R_2uwoPnU9RReniZX,69726dd7981e0339e1051cde,16,30061,B,Physics,news_2,news_2b,0.16666666666666666,1.0,0.8333333333333334,0.8333333333333334,0.0,5,0,0,6,1.0
G3a,4,R_2uwoPnU9RReniZX,69726dd7981e0339e1051cde,17,30086,A,Space,news_0,news_0a,0.8333333333333334,1.0,0.16666666666666666,0.0,0.0,0,1,0,6,1.0
G3a,4,R_2uwoPnU9RReniZX,69726dd7981e0339e1051cde,18,30184,A,Tech,news_0,news_0a,0.8333333333333334,1.0,0.16666666666666666,0.16666666666666666,0.0,1,0,0,6,1.0
G3a,4,R_2uwoPnU9RReniZX,69726dd7981e0339e1051cde,19,30214,B,Space,news_2,news_2b,1.0,1.0,0.0,0.0,0.0,0,0,0,6,
G3a,4,R_2uwoPnU9RReniZX,69726dd7981e0339e1051cde,20,30708,B,Tech,news_2,news_2b,0.6666666666666666,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.16666666666666666,0,1,0,6,0.5000000000000001
G3a,5,R_2Tkn5rTQXkDnbLb,699ed880e317675908dc309b,1,29733,B,Health,news_2,news_2b,0.16666666666666666,0.8333333333333334,0.6666666666666666,0.16666666666666666,0.0,0,4,0,6,0.8
G3a,5,R_2Tkn5rTQXkDnbLb,699ed880e317675908dc309b,2,29734,B,Space,news_2,news_2b,0.3333333333333333,0.8333333333333334,0.5,0.0,0.0,0,3,0,6,0.7499999999999999
G3a,5,R_2Tkn5rTQXkDnbLb,699ed880e317675908dc309b,3,29739,A,Health,news_0,news_0a,0.16666666666666666,0.6666666666666666,0.5,0.16666666666666666,0.0,1,2,0,6,0.6
G3a,5,R_2Tkn5rTQXkDnbLb,699ed880e317675908dc309b,4,29753,B,Health,news_2,news_2b,0.3333333333333333,0.5,0.16666666666666666,0.5,0.16666666666666666,1,0,0,6,0.25
G3a,5,R_2Tkn5rTQXkDnbLb,699ed880e317675908dc309b,5,29775,A,Tech,news_0,news_0a,0.3333333333333333,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0,2,1,6,0.25
G3a,5,R_2Tkn5rTQXkDnbLb,699ed880e317675908dc309b,6,29802,A,Humans,news_0,news_0a,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0,2,0,6,0.49999999999999994
G3a,5,R_2Tkn5rTQXkDnbLb,699ed880e317675908dc309b,7,29846,B,Nature,news_2,news_2b,0.16666666666666666,0.8333333333333334,0.6666666666666666,0.0,0.0,0,4,0,6,0.8
G3a,5,R_2Tkn5rTQXkDnbLb,699ed880e317675908dc309b,8,29866,A,Nature,news_0,news_0a,0.6666666666666666,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.16666666666666666,1,1,1,6,0.5000000000000001
G3a,5,R_2Tkn5rTQXkDnbLb,699ed880e317675908dc309b,9,29873,A,Humans,news_0,news_0a,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,1,1,0,6,0.49999999999999994
G3a,5,R_2Tkn5rTQXkDnbLb,699ed880e317675908dc309b,10,29902,A,Nature,news_0,news_0a,0.5,0.8333333333333334,0.3333333333333333,0.3333333333333333,0.0,2,1,1,6,0.6666666666666667
G3a,5,R_2Tkn5rTQXkDnbLb,699ed880e317675908dc309b,11,29929,A,Physics,news_0,news_0a,0.5,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.0,0,1,0,6,0.33333333333333326
G3a,5,R_2Tkn5rTQXkDnbLb,699ed880e317675908dc309b,12,29943,B,Tech,news_2,news_2b,0.6666666666666666,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.16666666666666666,1,1,1,6,0.5000000000000001
G3a,5,R_2Tkn5rTQXkDnbLb,699ed880e317675908dc309b,13,29958,B,Physics,news_2,news_2b,0.3333333333333333,0.8333333333333334,0.5,0.3333333333333333,0.16666666666666666,1,2,0,6,0.7499999999999999
G3a,5,R_2Tkn5rTQXkDnbLb,699ed880e317675908dc309b,14,29988,B,Humans,news_2,news_2b,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0,0,0,6,0.0
G3a,5,R_2Tkn5rTQXkDnbLb,699ed880e317675908dc309b,15,30052,A,Physics,news_0,news_0a,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,1,1,0,6,0.49999999999999994
G3a,5,R_2Tkn5rTQXkDnbLb,699ed880e317675908dc309b,16,30061,B,Physics,news_2,news_2b,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,1,2,1,6,0.49999999999999994
G3a,5,R_2Tkn5rTQXkDnbLb,699ed880e317675908dc309b,17,30086,A,Space,news_0,news_0a,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.5,0.16666666666666666,2,0,0,6,0.49999999999999994
G3a,5,R_2Tkn5rTQXkDnbLb,699ed880e317675908dc309b,18,30184,A,Tech,news_0,news_0a,0.3333333333333333,1.0,0.6666666666666666,0.16666666666666666,0.0,1,3,0,6,1.0
G3a,5,R_2Tkn5rTQXkDnbLb,699ed880e317675908dc309b,19,30214,B,Space,news_2,news_2b,0.5,0.8333333333333334,0.3333333333333333,0.0,0.16666666666666666,0,2,0,6,0.6666666666666667
G3a,5,R_2Tkn5rTQXkDnbLb,699ed880e317675908dc309b,20,30708,B,Tech,news_2,news_2b,0.8333333333333334,0.8333333333333334,0.0,0.16666666666666666,0.16666666666666666,0,0,0,6,0.0
G3a,6,R_81mEtgCP1VzuxoV,667bd577710d52a05ac09036,1,29733,B,Health,news_2,news_2b,1.0,1.0,0.0,0.0,0.0,0,0,0,6,
G3a,6,R_81mEtgCP1VzuxoV,667bd577710d52a05ac09036,2,29734,B,Space,news_2,news_2b,0.6666666666666666,1.0,0.3333333333333333,0.0,0.0,0,2,0,6,1.0
G3a,6,R_81mEtgCP1VzuxoV,667bd577710d52a05ac09036,3,29739,A,Health,news_0,news_0a,1.0,1.0,0.0,0.0,0.0,0,0,0,6,
G3a,6,R_81mEtgCP1VzuxoV,667bd577710d52a05ac09036,4,29753,B,Health,news_2,news_2b,0.6666666666666666,1.0,0.3333333333333333,0.0,0.0,0,2,0,6,1.0
G3a,6,R_81mEtgCP1VzuxoV,667bd577710d52a05ac09036,5,29775,A,Tech,news_0,news_0a,1.0,1.0,0.0,0.0,0.0,0,0,0,6,
G3a,6,R_81mEtgCP1VzuxoV,667bd577710d52a05ac09036,6,29802,A,Humans,news_0,news_0a,1.0,1.0,0.0,0.0,0.0,0,0,0,6,
G3a,6,R_81mEtgCP1VzuxoV,667bd577710d52a05ac09036,7,29846,B,Nature,news_2,news_2b,0.5,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.0,1,0,0,6,0.33333333333333326
G3a,6,R_81mEtgCP1VzuxoV,667bd577710d52a05ac09036,8,29866,A,Nature,news_0,news_0a,1.0,1.0,0.0,0.0,0.0,0,0,0,6,
G3a,6,R_81mEtgCP1VzuxoV,667bd577710d52a05ac09036,9,29873,A,Humans,news_0,news_0a,0.8333333333333334,1.0,0.16666666666666666,0.0,0.0,0,1,0,6,1.0
G3a,6,R_81mEtgCP1VzuxoV,667bd577710d52a05ac09036,10,29902,A,Nature,news_0,news_0a,1.0,1.0,0.0,0.0,0.0,0,0,0,6,
G3a,6,R_81mEtgCP1VzuxoV,667bd577710d52a05ac09036,11,29929,A,Physics,news_0,news_0a,0.6666666666666666,1.0,0.3333333333333333,0.0,0.0,0,2,0,6,1.0
G3a,6,R_81mEtgCP1VzuxoV,667bd577710d52a05ac09036,12,29943,B,Tech,news_2,news_2b,0.6666666666666666,1.0,0.3333333333333333,0.0,0.0,0,2,0,6,1.0
G3a,6,R_81mEtgCP1VzuxoV,667bd577710d52a05ac09036,13,29958,B,Physics,news_2,news_2b,0.8333333333333334,1.0,0.16666666666666666,0.0,0.0,0,1,0,6,1.0
G3a,6,R_81mEtgCP1VzuxoV,667bd577710d52a05ac09036,14,29988,B,Humans,news_2,news_2b,0.8333333333333334,1.0,0.16666666666666666,0.0,0.0,0,1,0,6,1.0
G3a,6,R_81mEtgCP1VzuxoV,667bd577710d52a05ac09036,15,30052,A,Physics,news_0,news_0a,0.8333333333333334,1.0,0.16666666666666666,0.16666666666666666,0.0,1,0,0,6,1.0
G3a,6,R_81mEtgCP1VzuxoV,667bd577710d52a05ac09036,16,30061,B,Physics,news_2,news_2b,1.0,1.0,0.0,0.0,0.0,0,0,0,6,
G3a,6,R_81mEtgCP1VzuxoV,667bd577710d52a05ac09036,17,30086,A,Space,news_0,news_0a,0.5,1.0,0.5,0.16666666666666666,0.0,1,2,0,6,1.0
G3a,6,R_81mEtgCP1VzuxoV,667bd577710d52a05ac09036,18,30184,A,Tech,news_0,news_0a,1.0,1.0,0.0,0.0,0.0,0,0,0,6,
G3a,6,R_81mEtgCP1VzuxoV,667bd577710d52a05ac09036,19,30214,B,Space,news_2,news_2b,1.0,1.0,0.0,0.0,0.0,0,0,0,6,
G3a,6,R_81mEtgCP1VzuxoV,667bd577710d52a05ac09036,20,30708,B,Tech,news_2,news_2b,0.6666666666666666,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.16666666666666666,0,1,0,6,0.5000000000000001
G3a,7,R_2mXzd8B4ssiwr3Y,67f6a640d2046b13fcf33328,1,29733,B,Health,news_2,news_2b,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.0,2,0,0,6,1.0
G3a,7,R_2mXzd8B4ssiwr3Y,67f6a640d2046b13fcf33328,2,29734,B,Space,news_2,news_2b,0.5,1.0,0.5,0.5,0.0,3,0,0,6,1.0
G3a,7,R_2mXzd8B4ssiwr3Y,67f6a640d2046b13fcf33328,3,29739,A,Health,news_0,news_0a,0.3333333333333333,0.8333333333333334,0.5,0.16666666666666666,0.0,1,2,0,6,0.7499999999999999
G3a,7,R_2mXzd8B4ssiwr3Y,67f6a640d2046b13fcf33328,4,29753,B,Health,news_2,news_2b,0.16666666666666666,1.0,0.8333333333333334,0.3333333333333333,0.0,2,3,0,6,1.0
G3a,7,R_2mXzd8B4ssiwr3Y,67f6a640d2046b13fcf33328,5,29775,A,Tech,news_0,news_0a,1.0,1.0,0.0,0.0,0.0,0,0,0,6,
G3a,7,R_2mXzd8B4ssiwr3Y,67f6a640d2046b13fcf33328,6,29802,A,Humans,news_0,news_0a,0.3333333333333333,0.8333333333333334,0.5,0.3333333333333333,0.0,1,2,0,6,0.7499999999999999
G3a,7,R_2mXzd8B4ssiwr3Y,67f6a640d2046b13fcf33328,7,29846,B,Nature,news_2,news_2b,0.6666666666666666,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.0,1,0,0,6,0.5000000000000001
G3a,7,R_2mXzd8B4ssiwr3Y,67f6a640d2046b13fcf33328,8,29866,A,Nature,news_0,news_0a,0.0,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.0,3,2,0,6,0.8333333333333334
G3a,7,R_2mXzd8B4ssiwr3Y,67f6a640d2046b13fcf33328,9,29873,A,Humans,news_0,news_0a,0.16666666666666666,1.0,0.8333333333333334,0.5,0.0,3,2,0,6,1.0
G3a,7,R_2mXzd8B4ssiwr3Y,67f6a640d2046b13fcf33328,10,29902,A,Nature,news_0,news_0a,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.0,4,1,0,6,0.8333333333333334
G3a,7,R_2mXzd8B4ssiwr3Y,67f6a640d2046b13fcf33328,11,29929,A,Physics,news_0,news_0a,0.0,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.0,4,1,0,6,0.8333333333333334
G3a,7,R_2mXzd8B4ssiwr3Y,67f6a640d2046b13fcf33328,12,29943,B,Tech,news_2,news_2b,0.16666666666666666,1.0,0.8333333333333334,0.5,0.0,3,2,0,6,1.0
G3a,7,R_2mXzd8B4ssiwr3Y,67f6a640d2046b13fcf33328,13,29958,B,Physics,news_2,news_2b,0.0,1.0,1.0,1.0,0.0,6,0,0,6,1.0
G3a,7,R_2mXzd8B4ssiwr3Y,67f6a640d2046b13fcf33328,14,29988,B,Humans,news_2,news_2b,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,2,0,0,6,0.49999999999999994
