respondent,position,article_id,system,system_key,dimension,score
R_7IrC3IDN1ZGMngl,20,30708,Agentic,news_2,Completeness,3.0
R_7IrC3IDN1ZGMngl,20,30708,Agentic,news_2,Relevance,3.0
R_7IrC3IDN1ZGMngl,20,30708,Agentic,news_2,Clarity,4.0
R_52yXsfGtzLV9o7z,1,29733,Ours,news_0,Accuracy,3.0
R_52yXsfGtzLV9o7z,1,29733,Ours,news_0,Completeness,4.0
R_52yXsfGtzLV9o7z,1,29733,Ours,news_0,Relevance,4.0
R_52yXsfGtzLV9o7z,1,29733,Ours,news_0,Clarity,3.0
R_52yXsfGtzLV9o7z,2,29734,Agentic,news_2,Accuracy,2.0
R_52yXsfGtzLV9o7z,2,29734,Agentic,news_2,Completeness,5.0
R_52yXsfGtzLV9o7z,2,29734,Agentic,news_2,Relevance,5.0
R_52yXsfGtzLV9o7z,2,29734,Agentic,news_2,Clarity,4.0
R_52yXsfGtzLV9o7z,3,29739,Agentic,news_2,Accuracy,5.0
R_52yXsfGtzLV9o7z,3,29739,Agentic,news_2,Completeness,4.0
R_52yXsfGtzLV9o7z,3,29739,Agentic,news_2,Relevance,5.0
R_52yXsfGtzLV9o7z,3,29739,Agentic,news_2,Clarity,5.0
R_52yXsfGtzLV9o7z,4,29753,Ours,news_0,Accuracy,5.0
R_52yXsfGtzLV9o7z,4,29753,Ours,news_0,Completeness,4.0
R_52yXsfGtzLV9o7z,4,29753,Ours,news_0,Relevance,5.0
R_52yXsfGtzLV9o7z,4,29753,Ours,news_0,Clarity,3.0
R_52yXsfGtzLV9o7z,5,29775,Agentic,news_2,Accuracy,3.0
R_52yXsfGtzLV9o7z,5,29775,Agentic,news_2,Completeness,5.0
R_52yXsfGtzLV9o7z,5,29775,Agentic,news_2,Relevance,4.0
R_52yXsfGtzLV9o7z,5,29775,Agentic,news_2,Clarity,5.0
R_52yXsfGtzLV9o7z,6,29802,Ours,news_0,Accuracy,5.0
R_52yXsfGtzLV9o7z,6,29802,Ours,news_0,Completeness,5.0
R_52yXsfGtzLV9o7z,6,29802,Ours,news_0,Relevance,5.0
R_52yXsfGtzLV9o7z,6,29802,Ours,news_0,Clarity,3.0
R_52yXsfGtzLV9o7z,7,29846,Ours,news_0,Accuracy,5.0
R_52yXsfGtzLV9o7z,7,29846,Ours,news_0,Completeness,4.0
R_52yXsfGtzLV9o7z,7,29846,Ours,news_0,Relevance,5.0
R_52yXsfGtzLV9o7z,7,29846,Ours,news_0,Clarity,5.0
R_52yXsfGtzLV9o7z,8,29866,Agentic,news_2,Accuracy,2.0
R_52yXsfGtzLV9o7z,8,29866,Agentic,news_2,Completeness,4.0
R_52yXsfGtzLV9o7z,8,29866,Agentic,news_2,Relevance,4.0
R_52yXsfGtzLV9o7z,8,29866,Agentic,news_2,Clarity,3.0
R_52yXsfGtzLV9o7z,9,29873,Ours,news_0,Accuracy,5.0
R_52yXsfGtzLV9o7z,9,29873,Ours,news_0,Completeness,5.0
R_52yXsfGtzLV9o7z,9,29873,Ours,news_0,Relevance,5.0
R_52yXsfGtzLV9o7z,9,29873,Ours,news_0,Clarity,5.0
R_52yXsfGtzLV9o7z,10,29929,Agentic,news_2,Accuracy,3.0
R_52yXsfGtzLV9o7z,10,29929,Agentic,news_2,Completeness,4.0
R_52yXsfGtzLV9o7z,10,29929,Agentic,news_2,Relevance,3.0
R_52yXsfGtzLV9o7z,10,29929,Agentic,news_2,Clarity,4.0
R_52yXsfGtzLV9o7z,11,29902,Agentic,news_2,Accuracy,2.0
R_52yXsfGtzLV9o7z,11,29902,Agentic,news_2,Completeness,4.0
R_52yXsfGtzLV9o7z,11,29902,Agentic,news_2,Relevance,3.0
R_52yXsfGtzLV9o7z,11,29902,Agentic,news_2,Clarity,3.0
R_52yXsfGtzLV9o7z,12,29943,Ours,news_0,Accuracy,4.0
R_52yXsfGtzLV9o7z,12,29943,Ours,news_0,Completeness,3.0
R_52yXsfGtzLV9o7z,12,29943,Ours,news_0,Relevance,3.0
R_52yXsfGtzLV9o7z,12,29943,Ours,news_0,Clarity,2.0
R_52yXsfGtzLV9o7z,13,29958,Agentic,news_2,Accuracy,3.0
R_52yXsfGtzLV9o7z,13,29958,Agentic,news_2,Completeness,4.0
R_52yXsfGtzLV9o7z,13,29958,Agentic,news_2,Relevance,2.0
R_52yXsfGtzLV9o7z,13,29958,Agentic,news_2,Clarity,2.0
R_52yXsfGtzLV9o7z,14,29988,Agentic,news_2,Accuracy,5.0
R_52yXsfGtzLV9o7z,14,29988,Agentic,news_2,Completeness,5.0
R_52yXsfGtzLV9o7z,14,29988,Agentic,news_2,Relevance,5.0
R_52yXsfGtzLV9o7z,14,29988,Agentic,news_2,Clarity,5.0
R_52yXsfGtzLV9o7z,15,30052,Ours,news_0,Accuracy,5.0
R_52yXsfGtzLV9o7z,15,30052,Ours,news_0,Completeness,5.0
R_52yXsfGtzLV9o7z,15,30052,Ours,news_0,Relevance,5.0
R_52yXsfGtzLV9o7z,15,30052,Ours,news_0,Clarity,5.0
R_52yXsfGtzLV9o7z,16,30061,Ours,news_0,Accuracy,5.0
R_52yXsfGtzLV9o7z,16,30061,Ours,news_0,Completeness,5.0
R_52yXsfGtzLV9o7z,16,30061,Ours,news_0,Relevance,5.0
R_52yXsfGtzLV9o7z,16,30061,Ours,news_0,Clarity,5.0
R_52yXsfGtzLV9o7z,17,30086,Agentic,news_2,Accuracy,4.0
R_52yXsfGtzLV9o7z,17,30086,Agentic,news_2,Completeness,5.0
R_52yXsfGtzLV9o7z,17,30086,Agentic,news_2,Relevance,5.0
R_52yXsfGtzLV9o7z,17,30086,Agentic,news_2,Clarity,5.0
R_52yXsfGtzLV9o7z,18,30184,Ours,news_0,Accuracy,5.0
R_52yXsfGtzLV9o7z,18,30184,Ours,news_0,Completeness,5.0
R_52yXsfGtzLV9o7z,18,30184,Ours,news_0,Relevance,3.0
R_52yXsfGtzLV9o7z,18,30184,Ours,news_0,Clarity,3.0
R_52yXsfGtzLV9o7z,19,30214,Ours,news_0,Accuracy,4.0
R_52yXsfGtzLV9o7z,19,30214,Ours,news_0,Completeness,4.0
R_52yXsfGtzLV9o7z,19,30214,Ours,news_0,Relevance,4.0
R_52yXsfGtzLV9o7z,19,30214,Ours,news_0,Clarity,3.0
R_52yXsfGtzLV9o7z,20,30708,Agentic,news_2,Accuracy,3.0
R_52yXsfGtzLV9o7z,20,30708,Agentic,news_2,Completeness,4.0
R_52yXsfGtzLV9o7z,20,30708,Agentic,news_2,Relevance,5.0
R_52yXsfGtzLV9o7z,20,30708,Agentic,news_2,Clarity,5.0
R_7SDA11niHffsGX3,1,29733,Ours,news_0,Accuracy,4.0
R_7SDA11niHffsGX3,1,29733,Ours,news_0,Completeness,4.0
R_7SDA11niHffsGX3,1,29733,Ours,news_0,Relevance,5.0
R_7SDA11niHffsGX3,1,29733,Ours,news_0,Clarity,5.0
R_7SDA11niHffsGX3,2,29734,Agentic,news_2,Accuracy,4.0
R_7SDA11niHffsGX3,2,29734,Agentic,news_2,Completeness,5.0
R_7SDA11niHffsGX3,2,29734,Agentic,news_2,Relevance,5.0
R_7SDA11niHffsGX3,2,29734,Agentic,news_2,Clarity,5.0
R_7SDA11niHffsGX3,3,29739,Agentic,news_2,Accuracy,4.0
R_7SDA11niHffsGX3,3,29739,Agentic,news_2,Completeness,5.0
R_7SDA11niHffsGX3,3,29739,Agentic,news_2,Relevance,5.0
R_7SDA11niHffsGX3,3,29739,Agentic,news_2,Clarity,4.0
R_7SDA11niHffsGX3,4,29753,Ours,news_0,Accuracy,4.0
R_7SDA11niHffsGX3,4,29753,Ours,news_0,Completeness,5.0
R_7SDA11niHffsGX3,4,29753,Ours,news_0,Relevance,4.0
R_7SDA11niHffsGX3,4,29753,Ours,news_0,Clarity,5.0
R_7SDA11niHffsGX3,5,29775,Agentic,news_2,Accuracy,3.0
R_7SDA11niHffsGX3,5,29775,Agentic,news_2,Completeness,5.0
R_7SDA11niHffsGX3,5,29775,Agentic,news_2,Relevance,4.0
R_7SDA11niHffsGX3,5,29775,Agentic,news_2,Clarity,5.0
R_7SDA11niHffsGX3,6,29802,Ours,news_0,Accuracy,4.0
R_7SDA11niHffsGX3,6,29802,Ours,news_0,Completeness,5.0
R_7SDA11niHffsGX3,6,29802,Ours,news_0,Relevance,5.0
R_7SDA11niHffsGX3,6,29802,Ours,news_0,Clarity,5.0
R_7SDA11niHffsGX3,7,29846,Ours,news_0,Accuracy,4.0
R_7SDA11niHffsGX3,7,29846,Ours,news_0,Completeness,5.0
R_7SDA11niHffsGX3,7,29846,Ours,news_0,Relevance,4.0
R_7SDA11niHffsGX3,7,29846,Ours,news_0,Clarity,5.0
R_7SDA11niHffsGX3,8,29866,Agentic,news_2,Accuracy,3.0
R_7SDA11niHffsGX3,8,29866,Agentic,news_2,Completeness,4.0
R_7SDA11niHffsGX3,8,29866,Agentic,news_2,Relevance,5.0
R_7SDA11niHffsGX3,8,29866,Agentic,news_2,Clarity,4.0
R_7SDA11niHffsGX3,9,29873,Ours,news_0,Accuracy,4.0
R_7SDA11niHffsGX3,9,29873,Ours,news_0,Completeness,5.0
R_7SDA11niHffsGX3,9,29873,Ours,news_0,Relevance,5.0
R_7SDA11niHffsGX3,9,29873,Ours,news_0,Clarity,5.0
R_7SDA11niHffsGX3,10,29929,Agentic,news_2,Accuracy,3.0
R_7SDA11niHffsGX3,10,29929,Agentic,news_2,Completeness,4.0
R_7SDA11niHffsGX3,10,29929,Agentic,news_2,Relevance,5.0
R_7SDA11niHffsGX3,10,29929,Agentic,news_2,Clarity,4.0
R_7SDA11niHffsGX3,11,29902,Agentic,news_2,Accuracy,4.0
R_7SDA11niHffsGX3,11,29902,Agentic,news_2,Completeness,5.0
R_7SDA11niHffsGX3,11,29902,Agentic,news_2,Relevance,5.0
R_7SDA11niHffsGX3,11,29902,Agentic,news_2,Clarity,5.0
R_7SDA11niHffsGX3,12,29943,Ours,news_0,Accuracy,4.0
R_7SDA11niHffsGX3,12,29943,Ours,news_0,Completeness,4.0
R_7SDA11niHffsGX3,12,29943,Ours,news_0,Relevance,5.0
R_7SDA11niHffsGX3,12,29943,Ours,news_0,Clarity,4.0
R_7SDA11niHffsGX3,13,29958,Agentic,news_2,Accuracy,3.0
R_7SDA11niHffsGX3,13,29958,Agentic,news_2,Completeness,4.0
R_7SDA11niHffsGX3,13,29958,Agentic,news_2,Relevance,5.0
R_7SDA11niHffsGX3,13,29958,Agentic,news_2,Clarity,5.0
R_7SDA11niHffsGX3,14,29988,Agentic,news_2,Accuracy,4.0
R_7SDA11niHffsGX3,14,29988,Agentic,news_2,Completeness,5.0
R_7SDA11niHffsGX3,14,29988,Agentic,news_2,Relevance,5.0
R_7SDA11niHffsGX3,14,29988,Agentic,news_2,Clarity,5.0
R_7SDA11niHffsGX3,15,30052,Ours,news_0,Accuracy,4.0
R_7SDA11niHffsGX3,15,30052,Ours,news_0,Completeness,4.0
R_7SDA11niHffsGX3,15,30052,Ours,news_0,Relevance,5.0
R_7SDA11niHffsGX3,15,30052,Ours,news_0,Clarity,5.0
R_7SDA11niHffsGX3,16,30061,Ours,news_0,Accuracy,4.0
R_7SDA11niHffsGX3,16,30061,Ours,news_0,Completeness,4.0
R_7SDA11niHffsGX3,16,30061,Ours,news_0,Relevance,4.0
R_7SDA11niHffsGX3,16,30061,Ours,news_0,Clarity,5.0
R_7SDA11niHffsGX3,17,30086,Agentic,news_2,Accuracy,4.0
R_7SDA11niHffsGX3,17,30086,Agentic,news_2,Completeness,4.0
R_7SDA11niHffsGX3,17,30086,Agentic,news_2,Relevance,5.0
R_7SDA11niHffsGX3,17,30086,Agentic,news_2,Clarity,5.0
R_7SDA11niHffsGX3,18,30184,Ours,news_0,Accuracy,5.0
R_7SDA11niHffsGX3,18,30184,Ours,news_0,Completeness,5.0
R_7SDA11niHffsGX3,18,30184,Ours,news_0,Relevance,5.0
R_7SDA11niHffsGX3,18,30184,Ours,news_0,Clarity,4.0
R_7SDA11niHffsGX3,19,30214,Ours,news_0,Accuracy,4.0
R_7SDA11niHffsGX3,19,30214,Ours,news_0,Completeness,5.0
R_7SDA11niHffsGX3,19,30214,Ours,news_0,Relevance,5.0
R_7SDA11niHffsGX3,19,30214,Ours,news_0,Clarity,3.0
R_7SDA11niHffsGX3,20,30708,Agentic,news_2,Accuracy,3.0
R_7SDA11niHffsGX3,20,30708,Agentic,news_2,Completeness,5.0
R_7SDA11niHffsGX3,20,30708,Agentic,news_2,Relevance,5.0
R_7SDA11niHffsGX3,20,30708,Agentic,news_2,Clarity,5.0
R_6v1eftEimrOVx7L,1,29733,Ours,news_0,Accuracy,4.0
R_6v1eftEimrOVx7L,1,29733,Ours,news_0,Completeness,5.0
R_6v1eftEimrOVx7L,1,29733,Ours,news_0,Relevance,4.0
R_6v1eftEimrOVx7L,1,29733,Ours,news_0,Clarity,5.0
R_6v1eftEimrOVx7L,2,29734,Agentic,news_2,Accuracy,5.0
R_6v1eftEimrOVx7L,2,29734,Agentic,news_2,Completeness,5.0
R_6v1eftEimrOVx7L,2,29734,Agentic,news_2,Relevance,5.0
R_6v1eftEimrOVx7L,2,29734,Agentic,news_2,Clarity,4.0
R_6v1eftEimrOVx7L,3,29739,Agentic,news_2,Accuracy,4.0
R_6v1eftEimrOVx7L,3,29739,Agentic,news_2,Completeness,4.0
R_6v1eftEimrOVx7L,3,29739,Agentic,news_2,Relevance,5.0
R_6v1eftEimrOVx7L,3,29739,Agentic,news_2,Clarity,4.0
R_6v1eftEimrOVx7L,4,29753,Ours,news_0,Accuracy,3.0
R_6v1eftEimrOVx7L,4,29753,Ours,news_0,Completeness,3.0
R_6v1eftEimrOVx7L,4,29753,Ours,news_0,Relevance,4.0
R_6v1eftEimrOVx7L,4,29753,Ours,news_0,Clarity,3.0
R_6v1eftEimrOVx7L,5,29775,Agentic,news_2,Accuracy,4.0
R_6v1eftEimrOVx7L,5,29775,Agentic,news_2,Completeness,4.0
R_6v1eftEimrOVx7L,5,29775,Agentic,news_2,Relevance,5.0
R_6v1eftEimrOVx7L,5,29775,Agentic,news_2,Clarity,4.0
R_6v1eftEimrOVx7L,6,29802,Ours,news_0,Accuracy,3.0
R_6v1eftEimrOVx7L,6,29802,Ours,news_0,Completeness,4.0
R_6v1eftEimrOVx7L,6,29802,Ours,news_0,Relevance,4.0
R_6v1eftEimrOVx7L,6,29802,Ours,news_0,Clarity,3.0
R_6v1eftEimrOVx7L,7,29846,Ours,news_0,Accuracy,4.0
R_6v1eftEimrOVx7L,7,29846,Ours,news_0,Completeness,3.0
R_6v1eftEimrOVx7L,7,29846,Ours,news_0,Relevance,5.0
R_6v1eftEimrOVx7L,7,29846,Ours,news_0,Clarity,4.0
R_6v1eftEimrOVx7L,8,29866,Agentic,news_2,Accuracy,4.0
R_6v1eftEimrOVx7L,8,29866,Agentic,news_2,Completeness,4.0
R_6v1eftEimrOVx7L,8,29866,Agentic,news_2,Relevance,5.0
R_6v1eftEimrOVx7L,8,29866,Agentic,news_2,Clarity,4.0
R_6v1eftEimrOVx7L,9,29873,Ours,news_0,Accuracy,4.0
R_6v1eftEimrOVx7L,9,29873,Ours,news_0,Completeness,5.0
R_6v1eftEimrOVx7L,9,29873,Ours,news_0,Relevance,4.0
R_6v1eftEimrOVx7L,9,29873,Ours,news_0,Clarity,4.0
R_6v1eftEimrOVx7L,10,29929,Agentic,news_2,Accuracy,4.0
R_6v1eftEimrOVx7L,10,29929,Agentic,news_2,Completeness,4.0
R_6v1eftEimrOVx7L,10,29929,Agentic,news_2,Relevance,3.0
R_6v1eftEimrOVx7L,10,29929,Agentic,news_2,Clarity,3.0
R_6v1eftEimrOVx7L,11,29902,Agentic,news_2,Accuracy,3.0
R_6v1eftEimrOVx7L,11,29902,Agentic,news_2,Completeness,4.0
R_6v1eftEimrOVx7L,11,29902,Agentic,news_2,Relevance,4.0
R_6v1eftEimrOVx7L,11,29902,Agentic,news_2,Clarity,4.0
R_6v1eftEimrOVx7L,12,29943,Ours,news_0,Accuracy,5.0
R_6v1eftEimrOVx7L,12,29943,Ours,news_0,Completeness,5.0
R_6v1eftEimrOVx7L,12,29943,Ours,news_0,Relevance,4.0
R_6v1eftEimrOVx7L,12,29943,Ours,news_0,Clarity,3.0
R_6v1eftEimrOVx7L,13,29958,Agentic,news_2,Accuracy,4.0
R_6v1eftEimrOVx7L,13,29958,Agentic,news_2,Completeness,5.0
R_6v1eftEimrOVx7L,13,29958,Agentic,news_2,Relevance,5.0
R_6v1eftEimrOVx7L,13,29958,Agentic,news_2,Clarity,4.0
R_6v1eftEimrOVx7L,14,29988,Agentic,news_2,Accuracy,4.0
R_6v1eftEimrOVx7L,14,29988,Agentic,news_2,Completeness,4.0
R_6v1eftEimrOVx7L,14,29988,Agentic,news_2,Relevance,4.0
R_6v1eftEimrOVx7L,14,29988,Agentic,news_2,Clarity,4.0
R_6v1eftEimrOVx7L,15,30052,Ours,news_0,Accuracy,5.0
R_6v1eftEimrOVx7L,15,30052,Ours,news_0,Completeness,5.0
R_6v1eftEimrOVx7L,15,30052,Ours,news_0,Relevance,5.0
R_6v1eftEimrOVx7L,15,30052,Ours,news_0,Clarity,3.0
R_6v1eftEimrOVx7L,16,30061,Ours,news_0,Accuracy,3.0
R_6v1eftEimrOVx7L,16,30061,Ours,news_0,Completeness,5.0
R_6v1eftEimrOVx7L,16,30061,Ours,news_0,Relevance,4.0
R_6v1eftEimrOVx7L,16,30061,Ours,news_0,Clarity,4.0
R_6v1eftEimrOVx7L,17,30086,Agentic,news_2,Accuracy,4.0
R_6v1eftEimrOVx7L,17,30086,Agentic,news_2,Completeness,5.0
R_6v1eftEimrOVx7L,17,30086,Agentic,news_2,Relevance,5.0
R_6v1eftEimrOVx7L,17,30086,Agentic,news_2,Clarity,4.0
R_6v1eftEimrOVx7L,18,30184,Ours,news_0,Accuracy,5.0
R_6v1eftEimrOVx7L,18,30184,Ours,news_0,Completeness,5.0
R_6v1eftEimrOVx7L,18,30184,Ours,news_0,Relevance,3.0
R_6v1eftEimrOVx7L,18,30184,Ours,news_0,Clarity,3.0
R_6v1eftEimrOVx7L,19,30214,Ours,news_0,Accuracy,3.0
R_6v1eftEimrOVx7L,19,30214,Ours,news_0,Completeness,5.0
R_6v1eftEimrOVx7L,19,30214,Ours,news_0,Relevance,5.0
R_6v1eftEimrOVx7L,19,30214,Ours,news_0,Clarity,4.0
R_6v1eftEimrOVx7L,20,30708,Agentic,news_2,Accuracy,5.0
R_6v1eftEimrOVx7L,20,30708,Agentic,news_2,Completeness,5.0
R_6v1eftEimrOVx7L,20,30708,Agentic,news_2,Relevance,5.0
R_6v1eftEimrOVx7L,20,30708,Agentic,news_2,Clarity,5.0
R_7m7YkM7ZvNsoSMb,1,29733,Ours,news_0,Accuracy,5.0
R_7m7YkM7ZvNsoSMb,1,29733,Ours,news_0,Completeness,5.0
R_7m7YkM7ZvNsoSMb,1,29733,Ours,news_0,Relevance,5.0
R_7m7YkM7ZvNsoSMb,1,29733,Ours,news_0,Clarity,4.0
R_7m7YkM7ZvNsoSMb,2,29734,Agentic,news_2,Accuracy,5.0
R_7m7YkM7ZvNsoSMb,2,29734,Agentic,news_2,Completeness,5.0
R_7m7YkM7ZvNsoSMb,2,29734,Agentic,news_2,Relevance,5.0
R_7m7YkM7ZvNsoSMb,2,29734,Agentic,news_2,Clarity,3.0
R_7m7YkM7ZvNsoSMb,3,29739,Agentic,news_2,Accuracy,3.0
R_7m7YkM7ZvNsoSMb,3,29739,Agentic,news_2,Completeness,5.0
R_7m7YkM7ZvNsoSMb,3,29739,Agentic,news_2,Relevance,5.0
R_7m7YkM7ZvNsoSMb,3,29739,Agentic,news_2,Clarity,5.0
R_7m7YkM7ZvNsoSMb,4,29753,Ours,news_0,Accuracy,3.0
R_7m7YkM7ZvNsoSMb,4,29753,Ours,news_0,Completeness,5.0
R_7m7YkM7ZvNsoSMb,4,29753,Ours,news_0,Relevance,5.0
R_7m7YkM7ZvNsoSMb,4,29753,Ours,news_0,Clarity,5.0
R_7m7YkM7ZvNsoSMb,5,29775,Agentic,news_2,Accuracy,3.0
R_7m7YkM7ZvNsoSMb,5,29775,Agentic,news_2,Completeness,5.0
R_7m7YkM7ZvNsoSMb,5,29775,Agentic,news_2,Relevance,5.0
R_7m7YkM7ZvNsoSMb,5,29775,Agentic,news_2,Clarity,5.0
R_7m7YkM7ZvNsoSMb,6,29802,Ours,news_0,Accuracy,5.0
R_7m7YkM7ZvNsoSMb,6,29802,Ours,news_0,Completeness,5.0
R_7m7YkM7ZvNsoSMb,6,29802,Ours,news_0,Relevance,5.0
R_7m7YkM7ZvNsoSMb,6,29802,Ours,news_0,Clarity,3.0
R_7m7YkM7ZvNsoSMb,7,29846,Ours,news_0,Accuracy,4.0
R_7m7YkM7ZvNsoSMb,7,29846,Ours,news_0,Completeness,5.0
R_7m7YkM7ZvNsoSMb,7,29846,Ours,news_0,Relevance,5.0
R_7m7YkM7ZvNsoSMb,7,29846,Ours,news_0,Clarity,3.0
R_7m7YkM7ZvNsoSMb,8,29866,Agentic,news_2,Accuracy,2.0
R_7m7YkM7ZvNsoSMb,8,29866,Agentic,news_2,Completeness,4.0
R_7m7YkM7ZvNsoSMb,8,29866,Agentic,news_2,Relevance,3.0
R_7m7YkM7ZvNsoSMb,8,29866,Agentic,news_2,Clarity,4.0
R_7m7YkM7ZvNsoSMb,9,29873,Ours,news_0,Accuracy,3.0
